No,Timestamp,RSSI No.1,RSSI No.2,Battery Voltage,Firmware Version
354,2021-07-22T22:00:00.000Z,-137,-137,4070,"rel.5.1h
"
355,2021-07-22T23:00:00.000Z,-137,-137,4080,"rel.5.1h
"
356,2021-07-23T00:00:00.000Z,-58,-137,4080,"rel.5.1h
"
357,2021-07-23T01:00:00.000Z,-57,-137,4080,"rel.5.1h
"
358,2021-07-23T02:00:00.000Z,-137,-137,4080,"rel.5.1h
"
359,2021-07-23T03:00:00.000Z,-137,-137,4080,"rel.5.1h
"
360,2021-07-23T04:00:00.000Z,-137,-137,4068,"rel.5.1h
"
361,2021-07-23T05:00:00.000Z,-137,-137,4080,"rel.5.1h
"
362,2021-07-23T06:00:00.000Z,-58,-137,4080,"rel.5.1h
"
363,2021-07-23T07:00:00.000Z,-57,-137,4080,"rel.5.1h
"
364,2021-07-23T08:00:00.000Z,-58,-137,4062,"rel.5.1h
"
365,2021-07-23T09:00:00.000Z,-58,-137,4064,"rel.5.1h
"
366,2021-07-23T10:00:00.000Z,-58,-137,4062,"rel.5.1h
"
367,2021-07-23T11:00:00.000Z,-56,-137,4080,"rel.5.1h
"
368,2021-07-23T12:00:00.000Z,-57,-137,4078,"rel.5.1h
"
369,2021-07-23T13:00:00.000Z,-57,-137,4062,"rel.5.1h
"
370,2021-07-23T14:00:00.000Z,-137,-137,4080,"rel.5.1h
"
371,2021-07-23T15:00:00.000Z,-137,-137,4080,"rel.5.1h
"
372,2021-07-23T16:00:00.000Z,-137,-137,4062,"rel.5.1h
"
373,2021-07-23T17:00:00.000Z,-137,-137,4068,"rel.5.1h
"
374,2021-07-23T18:00:00.000Z,-137,-137,4080,"rel.5.1h
"
375,2021-07-23T19:00:00.000Z,-137,-137,4064,"rel.5.1h
"
376,2021-07-23T20:00:00.000Z,-137,-137,4064,"rel.5.1h
"
377,2021-07-23T21:00:00.000Z,-137,-137,4080,"rel.5.1h
"
378,2021-07-23T22:00:00.000Z,-137,-137,4062,"rel.5.1h
"
379,2021-07-23T23:00:00.000Z,-137,-137,4064,"rel.5.1h
"
380,2021-07-24T00:00:00.000Z,-137,-137,4080,"rel.5.1h
"
381,2021-07-24T01:00:00.000Z,-137,-137,4080,"rel.5.1h
"
382,2021-07-24T02:00:00.000Z,-137,-137,4062,"rel.5.1h
"
383,2021-07-24T03:00:00.000Z,-137,-137,4064,"rel.5.1h
"
384,2021-07-24T04:00:00.000Z,-59,-137,4064,"rel.5.1h
"
385,2021-07-24T05:00:00.000Z,-58,-137,4062,"rel.5.1h
"
386,2021-07-24T06:00:00.000Z,-58,-137,4068,"rel.5.1h
"
387,2021-07-24T07:00:00.000Z,-57,-137,4064,"rel.5.1h
"
388,2021-07-24T08:00:00.000Z,-57,-137,4080,"rel.5.1h
"
389,2021-07-24T09:00:00.000Z,-58,-137,4064,"rel.5.1h
"
390,2021-07-24T10:00:00.000Z,-58,-137,4080,"rel.5.1h
"
391,2021-07-24T11:00:00.000Z,-57,-137,4062,"rel.5.1h
"
392,2021-07-24T12:00:00.000Z,-57,-137,4080,"rel.5.1h
"
393,2021-07-24T14:00:00.000Z,-57,-137,4062,"rel.5.1h
"
394,2021-07-24T15:00:00.000Z,-58,-137,4070,"rel.5.1h
"
395,2021-07-24T16:00:00.000Z,-57,-137,4080,"rel.5.1h
"
396,2021-07-24T17:00:00.000Z,-57,-137,4080,"rel.5.1h
"
397,2021-07-24T18:00:00.000Z,-137,-137,4080,"rel.5.1h
"
398,2021-07-24T19:00:00.000Z,-137,-137,4062,"rel.5.1h
"
399,2021-07-24T20:00:00.000Z,-137,-137,4062,"rel.5.1h
"
400,2021-07-24T21:00:00.000Z,-137,-137,4062,"rel.5.1h
"
401,2021-07-24T22:00:00.000Z,-137,-137,4064,"rel.5.1h
"
402,2021-07-24T23:00:00.000Z,-137,-137,4062,"rel.5.1h
"
403,2021-07-25T00:00:00.000Z,-137,-137,4080,"rel.5.1h
"
404,2021-07-25T01:00:00.000Z,-137,-137,4080,"rel.5.1h
"
405,2021-07-25T02:00:00.000Z,-137,-137,4080,"rel.5.1h
"
406,2021-07-25T03:00:00.000Z,-58,-137,4080,"rel.5.1h
"
407,2021-07-25T04:00:00.000Z,-59,-137,4062,"rel.5.1h
"
408,2021-07-25T05:00:00.000Z,-59,-137,4062,"rel.5.1h
"
409,2021-07-25T06:00:00.000Z,-58,-137,4062,"rel.5.1h
"
410,2021-07-25T07:00:00.000Z,-57,-137,4080,"rel.5.1h
"
411,2021-07-25T08:00:00.000Z,-58,-137,4080,"rel.5.1h
"
412,2021-07-25T09:00:00.000Z,-58,-137,4080,"rel.5.1h
"
413,2021-07-25T10:00:00.000Z,-58,-137,4080,"rel.5.1h
"
414,2021-07-25T11:00:00.000Z,-58,-137,4080,"rel.5.1h
"
415,2021-07-25T12:00:00.000Z,-57,-137,4064,"rel.5.1h
"
416,2021-07-25T13:00:00.000Z,-56,-137,4064,"rel.5.1h
"
417,2021-07-25T14:00:00.000Z,-137,-137,4080,"rel.5.1h
"
418,2021-07-25T15:00:00.000Z,-137,-137,4062,"rel.5.1h
"
419,2021-07-25T16:00:00.000Z,-137,-137,4062,"rel.5.1h
"
420,2021-07-25T17:00:00.000Z,-137,-137,4080,"rel.5.1h
"
421,2021-07-25T18:00:00.000Z,-137,-137,4064,"rel.5.1h
"
422,2021-07-25T19:00:00.000Z,-137,-137,4062,"rel.5.1h
"
423,2021-07-25T20:00:00.000Z,-137,-137,4062,"rel.5.1h
"
424,2021-07-25T21:00:00.000Z,-137,-137,4062,"rel.5.1h
"
425,2021-07-25T22:00:00.000Z,-137,-137,4062,"rel.5.1h
"
426,2021-07-25T23:00:00.000Z,-137,-137,4080,"rel.5.1h
"
427,2021-07-26T00:00:00.000Z,-137,-137,4080,"rel.5.1h
"
428,2021-07-26T01:00:00.000Z,-137,-137,4080,"rel.5.1h
"
429,2021-07-26T02:00:00.000Z,-137,-137,4080,"rel.5.1h
"
